,CLUES,NOMBRE DE LA ENTIDAD,CLAVE DE LA INSTITUCION,ESTATUS DE OPERACION,LONGITUD,LATITUD
7168,DFSMP004162,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.225,19.3083
7169,DFSMP004174,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.2730456,19.332472
7170,DFSMP004186,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.22036526,19.36937842
7171,DFSMP004191,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.20110599,19.34191664
7172,DFSMP004203,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.2,19.4
7173,DFSMP004215,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.2303707,19.3781659
7175,DFSMP004232,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1855883,19.350596
7178,DFSMP004261,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.23024383,19.36773587
7179,DFSMP004273,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0931,19.3583
7180,DFSMP004285,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1154406,19.3266426
7181,DFSMP004290,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0812957,19.4842723
7182,DFSMP004302,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1660931,19.3159247
7183,DFSMP004314,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1441895,19.3277871
7184,DFSMP004326,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1444,19.4431
7186,DFSMP004343,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1366918,19.2970602
7188,DFSMP004360,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.116466,19.4610969
7189,DFSMP004372,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0359291,19.376676
7190,DFSMP004384,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1602305,19.31896348
7192,DFSMP004401,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7193,DFSMP004413,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1891185,19.4815208
7194,DFSMP004425,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.18445316,19.48086479
7195,DFSMP004430,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.18711733,19.47811571
7196,DFSMP004442,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.18125822,19.45847707
7198,DFSMP004466,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.13375145,19.42876287
7199,DFSMP004471,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1459659,19.4417137
7200,DFSMP004483,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.05888701,19.39886668
7201,DFSMP004495,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1023654,19.3936525
7203,DFSMP004512,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7204,DFSMP004524,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1081565,19.3960493
7205,DFSMP004536,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.11512344,19.39056792
7207,DFSMP004553,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.07474246,19.30561379
7208,DFSMP004565,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.17402162,19.30312065
7209,DFSMP004570,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.12879757,19.26280891
7210,DFSMP004582,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7211,DFSMP004594,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0975657,19.4516154
7212,DFSMP004606,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7213,DFSMP004611,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0867613,19.41747
7215,DFSMP004635,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.10759767,19.44815534
7216,DFSMP004640,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7217,DFSMP004652,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.10724613,19.42596214
7221,DFSMP004693,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.087242,19.4420416
7222,DFSMP004705,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.15323163,19.42032061
7223,DFSMP004710,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0395881,19.390248
7224,DFSMP004722,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0368867,19.3793167
7226,DFSMP004746,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.13913949,19.41971326
7227,DFSMP004751,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1047967,19.424718
7228,DFSMP004763,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1119733,19.4477171
7229,DFSMP004775,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0627294,19.3495852
7231,DFSMP004792,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7232,DFSMP004804,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1335652,19.3403534
7233,DFSMP004816,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0706845,19.3945909
7235,DFSMP004833,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1539492,19.3765008
7236,DFSMP004845,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.22523749,19.31283073
7240,DFSMP004886,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.20780373,19.34096929
7241,DFSMP004891,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.09521607,19.39183566
7242,DFSMP004903,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.07037073,19.40764629
7243,DFSMP004915,CIUDAD DE MEXICO,SMP,EN OPERACION,-98.99740764,19.27748926
7250,DFSMP004985,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7258,DFSMP005060,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.2052758,19.453002
7259,DFSMP005072,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.14224762,19.42234038
7260,DFSMP005084,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.15730743,19.41550796
7261,DFSMP005096,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7262,DFSMP005101,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.20520468,19.40130335
7263,DFSMP005113,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.10968327,19.34960411
7264,DFSMP005125,CIUDAD DE MEXICO,SMP,EN OPERACION,-98.99385539,19.22115627
7265,DFSMP005130,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0680421,19.3075781
7266,DFSMP005142,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7268,DFSMP005166,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7271,DFSMP005195,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7272,DFSMP005200,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1873287,19.4708236
7273,DFSMP005212,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1868008,19.49260322
7274,DFSMP005224,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1514287,19.4760063
7277,DFSMP005253,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.15661842,19.43460214
7278,DFSMP005265,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7279,DFSMP005270,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.11582221,19.43977713
7280,DFSMP005282,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0377575,19.2929786
7281,DFSMP005294,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7282,DFSMP005306,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0725897,19.3704032
7283,DFSMP005311,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.18805665,19.48206254
7284,DFSMP005323,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1818528,19.4816151
7285,DFSMP005335,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1534219,19.4748304
7286,DFSMP005340,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7287,DFSMP005352,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.12128107,19.42392326
7288,DFSMP005364,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.10995307,19.25711785
7289,DFSMP005376,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7290,DFSMP005381,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.16242342,19.41614764
7293,DFSMP005410,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0017,19.4215
7298,DFSMP005463,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1865729,19.3451522
7302,DFSMP005504,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.2175581,19.3813436
7303,DFSMP005516,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0978,19.3953
7315,DFSMP005632,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.21060968,19.43107912
7337,DFSMP005854,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.13496554,19.29976224
7339,DFSMP005871,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1259441,19.5011906
7340,DFSMP005883,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1311851,19.2909427
7346,DFSMP005941,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.2632884,19.3713353
7347,DFSMP005953,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1374552,19.3952455
7350,DFSMP005971,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.175028,19.419608
7353,DFSMP006004,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.15214,19.463362
7355,DFSMP006022,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.183498,19.38355035
7356,DFSMP006031,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.16770861,19.35890198
7361,DFSMP006082,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.2187013,19.28562524
7366,DFSMP006133,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1594849,19.38623321
7370,DFSMP006175,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.136894,19.3063626
7372,DFSMP006193,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1233126,19.49488366
7373,DFSMP006202,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0755867,19.45298108
7374,DFSMP006211,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.16807525,19.40487561
7376,DFSMP006235,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1603446,19.41384124
7386,DFSMP006331,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1510426,19.46761377
7388,DFSMP006355,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.0070804,19.27323504
7392,DFSMP006391,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1634799,19.38675587
7400,DFSMP006475,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1477773,19.44309081
7405,DFSMP006520,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1741937,19.28585101
7483,DFSMP007300,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.08425368,19.30755609
7907,DFSMP011542,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.18898805,19.28450264
7911,DFSMP011584,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1090922,19.33608429
7927,DFSMP011746,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.14544124,19.52166395
7929,DFSMP011763,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.11837364,19.47266092
7930,DFSMP011775,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.15304204,19.42065722
7935,DFSMP011821,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.18352938,19.43087619
7937,DFSMP011845,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1974526,19.40501642
7962,DFSMP012096,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1917192,19.43407882
7969,DFSMP012166,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1557708,19.348914
7982,DFSMP012294,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.112,19.4222
8012,DFSMP012591,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1575175,19.41790351
8015,DFSMP012620,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1658099,19.383375
8019,DFSMP012661,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.15645995,19.30174048
8067,DFSMP013146,CIUDAD DE MEXICO,SMP,EN OPERACION,-99.1302,19.4869
8220,DFSSA000053,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1854555,19.4845148
8221,DFSSA000065,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.2030482,19.4979131
8250,DFSSA000350,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.16785115,19.34562605
8298,DFSSA000835,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.09239707,19.45779752
8299,DFSSA000840,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.114262,19.48708166
8300,DFSSA000852,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.14103979,19.53972328
8301,DFSSA000864,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.13793561,19.51452637
8302,DFSSA000876,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.14863218,19.54739516
8303,DFSSA000881,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.10314468,19.48062162
8344,DFSSA001296,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.11796656,19.40265526
8366,DFSSA001511,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.10759178,19.35654176
8367,DFSSA001523,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.01089538,19.35482773
8368,DFSSA001535,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.0689632,19.3211716
8369,DFSSA001540,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.02742859,19.34431529
8407,DFSSA001926,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.2390967,19.31928509
8421,DFSSA002066,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.01110736,19.20098977
8464,DFSSA002491,CIUDAD DE MEXICO,SSA,EN OPERACION,-98.99756205,19.26534605
8481,DFSSA002660,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.14008674,19.19910014
8482,DFSSA002672,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.14412412,19.27645326
8507,DFSSA002923,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.114,19.2642
8514,DFSSA002993,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1045,19.25496591
8515,DFSSA003005,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1241004,19.2344899
8531,DFSSA003162,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.16236872,19.36012171
8552,DFSSA003372,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.14131338,19.45970847
8553,DFSSA003384,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.129455,19.437637
8568,DFSSA003536,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.19081086,19.40254828
8569,DFSSA003541,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.2028793,19.4508177
8570,DFSSA003553,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.16903,19.451306
8581,DFSSA003664,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.0693,19.4214
8585,DFSSA003705,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.12413706,19.48065381
8586,DFSSA003710,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.0983267,19.4329363
8587,DFSSA003722,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1170464,19.4242218
8609,DFSSA003944,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.13538959,19.48210883
8610,DFSSA003956,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.14869623,19.29019855
8611,DFSSA003961,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.16118113,19.29084625
8612,DFSSA003973,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1151055,19.414719
8614,DFSSA003990,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1357615,19.4224891
8615,DFSSA004002,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.16978234,19.45111979
8616,DFSSA004014,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.18592388,19.306268
8617,DFSSA004026,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1603748,19.2918074
8618,DFSSA004031,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1542514,19.2910955
8619,DFSSA004043,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1613638,19.2875754
8620,DFSSA004055,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1571623,19.2876757
8621,DFSSA004060,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1745625,19.291224
8622,DFSSA004072,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1549292,19.2932993
8623,DFSSA004084,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.15196175,19.41066573
8624,DFSSA004096,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.2052927,19.4229904
8628,DFSSA004130,CIUDAD DE MEXICO,SSA,EN OPERACION,-98.9587811,19.3211493
8629,DFSSA004142,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.160351,19.2890425
8630,DFSSA004154,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.1611137,19.2884105
8641,DFSSA004265,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.0660984,19.3066411
8768,DFSSA017886,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.22451462,19.3614089
8794,DFSSA018142,CIUDAD DE MEXICO,SSA,EN OPERACION,-98.9784611,19.3395041
8795,DFSSA018154,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.052743,19.287391
8796,DFSSA018166,CIUDAD DE MEXICO,SSA,EN OPERACION,-99.20748963,19.27181239
8901,DGCRO000016,DURANGO,CRO,EN OPERACION,-103.4983974,25.5609077
8941,DGIMO000352,DURANGO,IMSS-PROSPERA,EN OPERACION,-107.4632169,29.8459134
9015,DGIMO001093,DURANGO,IMSS-PROSPERA,EN OPERACION,-107.4632169,29.8459134
9065,DGIMO001595,DURANGO,IMSS-PROSPERA,EN OPERACION,-103.991,23.7424
9086,DGIMS000042,DURANGO,IMSS,EN OPERACION,-104.68281,24.028164
9090,DGIMS000083,DURANGO,IMSS,EN OPERACION,-103.505728,25.557633
9091,DGIMS000095,DURANGO,IMSS,EN OPERACION,-103.52227,25.570163
9108,DGIMS000264,DURANGO,IMSS,EN OPERACION,-105.3592846,23.78176626
9122,DGIST000042,DURANGO,ISSSTE,EN OPERACION,-104.6816835,24.02923597
9123,DGIST000054,DURANGO,ISSSTE,EN OPERACION,-103.5079657,25.55456894
9164,DGSDN000014,DURANGO,SEDENA,EN OPERACION,-104.5768168,24.0992938
9170,DGSMM000012,DURANGO,SMM,EN OPERACION,-104.6933484,24.0109181
9177,DGSMP000071,DURANGO,SMP,EN OPERACION,-103.9870419,23.7376707
9178,DGSMP000083,DURANGO,SMP,EN OPERACION,-104.6713848,24.0282944
9179,DGSMP000095,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9180,DGSMP000100,DURANGO,SMP,EN OPERACION,-104.65113,24.0237888
9181,DGSMP000112,DURANGO,SMP,EN OPERACION,-104.6549185,24.0214169
9182,DGSMP000124,DURANGO,SMP,EN OPERACION,-104.6585702,24.0208825
9183,DGSMP000136,DURANGO,SMP,EN OPERACION,-104.6781656,24.0277028
9184,DGSMP000141,DURANGO,SMP,EN OPERACION,-104.6354257,24.0417278
9185,DGSMP000153,DURANGO,SMP,EN OPERACION,-104.6350359,24.0379411
9186,DGSMP000165,DURANGO,SMP,EN OPERACION,-104.6268812,24.0406493
9187,DGSMP000170,DURANGO,SMP,EN OPERACION,-104.6467609,24.0297322
9188,DGSMP000182,DURANGO,SMP,EN OPERACION,-104.6537339,24.0264023
9189,DGSMP000194,DURANGO,SMP,EN OPERACION,-104.653752,24.0250364
9190,DGSMP000206,DURANGO,SMP,EN OPERACION,-104.6518921,24.02796162
9191,DGSMP000211,DURANGO,SMP,EN OPERACION,-104.6568757,24.032137
9192,DGSMP000223,DURANGO,SMP,EN OPERACION,-104.6602416,24.0273167
9193,DGSMP000235,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9194,DGSMP000240,DURANGO,SMP,EN OPERACION,-104.6272426,24.0327949
9195,DGSMP000252,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9196,DGSMP000264,DURANGO,SMP,EN OPERACION,-104.6585821,24.0192594
9197,DGSMP000276,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9198,DGSMP000281,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9199,DGSMP000293,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9200,DGSMP000305,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9201,DGSMP000310,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9202,DGSMP000322,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9203,DGSMP000334,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9204,DGSMP000346,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9205,DGSMP000351,DURANGO,SMP,EN OPERACION,-104.654,24.0228
9206,DGSMP000363,DURANGO,SMP,EN OPERACION,-103.5007157,25.56667066
9207,DGSMP000375,DURANGO,SMP,EN OPERACION,-103.498,25.5611
9208,DGSMP000380,DURANGO,SMP,EN OPERACION,-103.498,25.5611
9209,DGSMP000392,DURANGO,SMP,EN OPERACION,-103.524,25.5361
9210,DGSMP000404,DURANGO,SMP,EN OPERACION,-103.524,25.5361
9211,DGSMP000416,DURANGO,SMP,EN OPERACION,-103.524,25.5361
9212,DGSMP000421,DURANGO,SMP,EN OPERACION,-103.676,25.4639
9213,DGSMP000433,DURANGO,SMP,EN OPERACION,-105.419,25.0439
9214,DGSMP000445,DURANGO,SMP,EN OPERACION,-104.778,24.5275
9215,DGSMP000450,DURANGO,SMP,EN OPERACION,-105.419,25.0439
9216,DGSMP000462,DURANGO,SMP,EN OPERACION,-105.419,25.0439
9217,DGSMP000474,DURANGO,SMP,EN OPERACION,-105.419,25.0439
9218,DGSMP000486,DURANGO,SMP,EN OPERACION,-104.778,24.5275
9219,DGSMP000491,DURANGO,SMP,EN OPERACION,-104.778,24.5275
9243,DGSMP000730,DURANGO,SMP,EN OPERACION,-104.114951,24.439201
9248,DGSMP000783,DURANGO,SMP,EN OPERACION,-103.5052349,25.5600494
9250,DGSSA000010,DURANGO,SSA,EN OPERACION,-104.7749018,24.52613923
9260,DGSSA000116,DURANGO,SSA,EN OPERACION,-103.7064975,24.87379807
9267,DGSSA000186,DURANGO,SSA,EN OPERACION,-104.662,24.0248
9268,DGSSA000191,DURANGO,SSA,EN OPERACION,-104.6622812,24.02513745
9310,DGSSA000611,DURANGO,SSA,EN OPERACION,-104.5934235,24.0460329
9313,DGSSA000640,DURANGO,SSA,EN OPERACION,-103.2270434,24.68335764
9316,DGSSA000676,DURANGO,SSA,EN OPERACION,-103.507504,25.56064735
9371,DGSSA001224,DURANGO,SSA,EN OPERACION,-104.629327,22.961673
9393,DGSSA001446,DURANGO,SSA,EN OPERACION,-105.3664308,25.95627454
9403,DGSSA001545,DURANGO,SSA,EN OPERACION,-104.0226701,24.78853164
9406,DGSSA001574,DURANGO,SSA,EN OPERACION,-105.3475097,23.78809369
9431,DGSSA001825,DURANGO,SSA,EN OPERACION,-104.470777,24.78375063
9438,DGSSA001895,DURANGO,SSA,EN OPERACION,-105.4225741,25.04363578
9480,DGSSA002315,DURANGO,SSA,EN OPERACION,-106.9245312,25.47183221
9511,DGSSA017242,DURANGO,SSA,EN OPERACION,-103.924136,23.61671368
9512,DGSSA017254,DURANGO,SSA,EN OPERACION,-104.3921023,23.47681738
9516,DGSSA017295,DURANGO,SSA,EN OPERACION,-103.838818,25.83552894
9517,DGSSA017300,DURANGO,SSA,EN OPERACION,-104.3175494,24.39999583
9518,DGSSA017312,DURANGO,SSA,EN OPERACION,-105.0655602,24.88174994
9527,DGSSA017406,DURANGO,SSA,EN OPERACION,-105.381276,26.40476641
9553,DGSSA017662,DURANGO,SSA,EN OPERACION,-106.9673333,24.97231859
9554,DGSSA017674,DURANGO,SSA,EN OPERACION,-104.4949185,22.5244995
9563,DGSSA017761,DURANGO,SSA,EN OPERACION,-103.5327646,25.53165207
9566,DGSSA017790,DURANGO,SSA,EN OPERACION,-104.0435332,23.97155808
9569,DGSSA017826,DURANGO,SSA,EN OPERACION,-104.1133132,25.22000443
9574,DGSSA017872,DURANGO,SSA,EN OPERACION,-104.6411711,24.05546371
9612,GRIMO000171,GUERRERO,IMSS-PROSPERA,EN OPERACION,-101.8145245,17.9923936
9665,GRIMS000013,GUERRERO,IMSS,EN OPERACION,-99.890759,16.873352
9674,GRIMS000100,GUERRERO,IMSS,EN OPERACION,-99.498727,17.547106
9675,GRIMS000112,GUERRERO,IMSS,EN OPERACION,-99.53065747,18.34678117
9676,GRIMS000124,GUERRERO,IMSS,EN OPERACION,-101.543816,17.650445
9680,GRIMS000165,GUERRERO,IMSS,EN OPERACION,-100.6717702,18.35439824
9682,GRIMS000182,GUERRERO,IMSS,EN OPERACION,-99.60233328,18.55363086
9691,GRIST000025,GUERRERO,ISSSTE,EN OPERACION,-99.88735372,16.87293658
9700,GRIST000112,GUERRERO,ISSSTE,EN OPERACION,-99.49103052,17.53512264
9704,GRIST000153,GUERRERO,ISSSTE,EN OPERACION,-99.52762658,18.34106814
9741,GRSDN000014,GUERRERO,SEDENA,EN OPERACION,-99.8847934,16.873879
9742,GRSDN000026,GUERRERO,SEDENA,EN OPERACION,-99.5061137,17.5453798
9758,GRSMA000015,GUERRERO,SEMAR,EN OPERACION,-99.851376,16.8353134
9759,GRSMA000020,GUERRERO,SEMAR,EN OPERACION,-101.5982114,17.6611395
9760,GRSMM000013,GUERRERO,SMM,EN OPERACION,-99.9119887,16.8590904
9761,GRSMP000013,GUERRERO,SMP,EN OPERACION,-99.8825,16.8636
9893,GRSMP001330,GUERRERO,SMP,EN OPERACION,-99.8687971,16.872763
9928,GRSSA000010,GUERRERO,SSA,EN OPERACION,-99.8857677,16.8739343
9929,GRSSA000022,GUERRERO,SSA,EN OPERACION,-99.9013,16.8615
9930,GRSSA000034,GUERRERO,SSA,EN OPERACION,-99.8275743,16.8991712
10027,GRSSA001002,GUERRERO,SSA,EN OPERACION,-98.3864,17.467
10048,GRSSA001212,GUERRERO,SSA,EN OPERACION,-100.2874656,18.32229829
10082,GRSSA001550,GUERRERO,SSA,EN OPERACION,-100.439963,17.20377238
10108,GRSSA001813,GUERRERO,SSA,EN OPERACION,-99.10122,16.957158
10147,GRSSA002204,GUERRERO,SSA,EN OPERACION,-101.7377349,18.31227209
10164,GRSSA002373,GUERRERO,SSA,EN OPERACION,-98.9822545,16.6054428
10213,GRSSA002863,GUERRERO,SSA,EN OPERACION,-100.6936275,18.31571368
10231,GRSSA003044,GUERRERO,SSA,EN OPERACION,-98.41431099,16.48069519
10269,GRSSA003423,GUERRERO,SSA,EN OPERACION,-99.1803,17.5925
10295,GRSSA003686,GUERRERO,SSA,EN OPERACION,-99.504,17.5567
10333,GRSSA004065,GUERRERO,SSA,EN OPERACION,-99.97987,17.786453
10362,GRSSA004350,GUERRERO,SSA,EN OPERACION,-99.33074289,18.29672271
10376,GRSSA004490,GUERRERO,SSA,EN OPERACION,-99.524,18.3449
10402,GRSSA004753,GUERRERO,SSA,EN OPERACION,-101.549,17.6487
